batch	bank	source_rows	word	field	severity	category	current	correct	why
adjectives_007	adjectives	4731	pubertär	english	medium	gloss	pubescent	adolescent / puberty-related / typical of puberty	"English ""pubescent"" means entering puberty (and has a separate hair-covered sense); German pubertär commonly characterises adolescent behaviour."
adjectives_007	adjectives	4729	proeuropäisch	english	low	spelling	pro-european	pro-European	The proper adjective European is capitalised in English.
adjectives_007	adjectives	4735	randständig	english	medium	gloss	marginalised	peripheral / marginal; marginalised (of a social group)	The current gloss gives only one social interpretation and omits the basic spatial/structural sense.
adjectives_007	adjectives	4736	rassisch	english	medium	gloss	racial	racial (dated/problematic in biological classifications)	The translation is literal, but the missing register warning risks teaching an unmarked term associated with obsolete racial classification.
adjectives_007	adjectives	4737	rechtskonservativ	english	low	gloss	right-conservative	right-wing conservative	"""Right-conservative"" is not idiomatic English."
adjectives_007	adjectives	4738	rechtspolitisch	english	medium	gloss	of judicial policy	relating to legal/law policy	Rechtspolitik concerns policy on law and legal reform, not specifically judicial policy or judges.
adjectives_007	adjectives	4739	recycelbar	cefrLevel	medium	cefr	C1	B1–B2	This common, transparent environmental term is used in B1 materials and is grossly over-levelled at C1.
adjectives_007	adjectives	4741	regierungsnah	english	medium	gloss	near/close to government	pro-government / government-affiliated / close to the government	Without the article or an alignment label, the current phrase reads as physical proximity rather than political closeness.
adjectives_007	adjectives	4747	salafistisch	english	low	gloss	Salafistic	Salafist / Salafi	"""Salafistic"" is nonstandard English."
adjectives_007	adjectives	4757	schwachsinnig	english	medium	gloss	foolish/soft in the head/weak-minded	idiotic/stupid (insulting); intellectually disabled (dated and offensive historical use)	"The entry needs a strong usage warning; ""soft in the head"" and ""weak-minded"" are dated euphemisms that conceal the German word's offensiveness."
adjectives_007	adjectives	4766	sixtinisch	english	low	spelling	sistine	Sistine	The English proper adjective is capitalised.
adjectives_007	adjectives	4775	stadtnah	english	medium	gloss	near/close to centre	close to town/the city / near the urban area	Stadt means town/city, not specifically its centre; a suburban place can be stadtnah without being central.
adjectives_007	adjectives	4776	steinzeitlich	english	low	spelling	stone-age	Stone Age / dating from the Stone Age	The name of the historical period is capitalised, and the bare lowercase compound is poor learner English.
adjectives_007	adjectives	4791	tollpatschig	cefrLevel	medium	cefr	C1	B1–B2	"This common everyday word for ""clumsy"" is grossly over-levelled at C1."
adjectives_007	adjectives	4792	topisch	english	medium	gloss	topical	topical/local (medicine); topic-related (rhetoric/linguistics)	"Bare English ""topical"" strongly suggests ""currently relevant"" to learners, a sense the German word does not generally have."
adjectives_007	adjectives	4796	überaltert	english	low	gloss	over-aged	ageing / with an excessively high average age / overage	"""Over-aged"" is unnatural and fails to express the common demographic sense."
adjectives_007	adjectives	4797	überirdisch	english	medium	gloss	celestial/superlunary/unearthly	above ground / overground; heavenly/supernatural	The common concrete opposite of unterirdisch is entirely missing, while the list leads with rare literary senses.
adjectives_007	adjectives	4816	unkommentiert	english	low	gloss	uncommented	without comment / unaccompanied by commentary	"""Uncommented"" is uncommon and liable to be read as a programming term."
adjectives_007	adjectives	4824	unumwunden	english	low	gloss	frankly/candidly	frank / candid / direct	Both current equivalents are adverbs although the item is presented as an adjective lemma.
adjectives_007	adjectives	4828	unzerkaut	word	high	notadj	unzerkaut — unchewed	remove from the adjective bank; it is a freely generated negated participle of zerkauen	This is a transparent one-off result form, not a lexical adjective worth teaching as an independent lemma.
adjectives_007	adjectives	4834	versicherungstechnisch	english	low	gloss	insurance-technical	actuarial / relating to insurance practice	"""Insurance-technical"" is an unnatural calque."
adjectives_007	adjectives	4837	verwahrlost	english	medium	gloss	desolate/unkempt	neglected / run-down / derelict; unkempt (person)	"""Desolate"" means bleak, barren or lonely and is not a general equivalent of verwahrlost."
adjectives_007	adjectives	4840	verzögerungsfrei	english	low	gloss	instantaneous/without delay	without delay / latency-free	"""Instantaneous"" overstates the claim; a process can be verzögerungsfrei without literally taking no time."
adjectives_007	adjectives	4843	volkskundlich	english	low	gloss	ethnographic/folklore	relating to folklore/ethnology / folkloristic	"Bare ""folklore"" is a noun and ""ethnographic"" is broader than Volkskunde without a domain cue."
adjectives_007	adjectives	4847	wartungsarm	english	medium	gloss	poor in/low in maintenance	low-maintenance / requiring little maintenance	The literal template is not idiomatic English and can imply that maintenance quality is poor.
adjectives_007	adjectives	4865	abgrenzbar	english	medium	gloss	definable/delimitable/estimable	distinguishable / delimitable / able to be demarcated	"""Estimable"" corresponds to abschätzbar, not abgrenzbar, and teaches a false extra sense."
adjectives_007	adjectives	4867	abtrünnig	english	low	gloss	apostate/renegade/schismatical	apostate / renegade / defecting	"""Schismatical"" is obsolete/nonstandard learner English."
adjectives_007	adjectives	4873	affin	english	medium	gloss	affine/similar	closely related / having an affinity; affine (mathematics)	"English ""affine"" is chiefly mathematical and is not a general equivalent for the German relationship sense; plain ""similar"" is too weak."
adjectives_007	adjectives	4876	allabendlich	english	low	gloss	every evening	nightly / occurring every evening	The current phrase is adverbial and does not model the word's attributive use.
adjectives_007	adjectives	4877	altersmäßig	english	low	gloss	in terms of age	age-related / by age / in terms of age	Only an adverbial phrase is supplied for an adjective that also occurs attributively.
adjectives_007	adjectives	4889	atomwaffenfrei	english	low	gloss	free of atomic weapon	nuclear-weapon-free / free of nuclear weapons	The English has the wrong number and uses less natural modern terminology.
adjectives_007	adjectives	4890	ausbaufähig	english	medium	gloss	capable of extension	capable of being developed/expanded; with room for improvement	The current literal gloss misses the common evaluative sense that something can still be improved.
adjectives_007	adjectives	4891	ausnehmend	english	low	gloss	exceedingly	exceptional / remarkable; exceedingly (adverbial use)	The gloss gives only the adverbial use and does not support the adjective lemma shown.
adjectives_007	adjectives	4892	auszugsweise	english	low	gloss	in extracts	excerpted / in extract(s)	The current gloss is only adverbial and does not model attributive uses such as auszugsweise Veröffentlichung.
adjectives_007	adjectives	4898	beherrscht	english	low	gloss	controlled	self-controlled / composed; controlled	"For a person, the lexical adjective means composed or self-controlled; bare ""controlled"" can wrongly suggest control by someone else."
adjectives_007	adjectives	4900	bescheuert	english	low	gloss	dumb/stupid	stupid / idiotic (colloquial, disparaging)	The meanings are right, but the missing register label makes a rude colloquial word look neutral.
adjectives_008	adjectives	4949	erstarkend	word	high	notadj	"`erstarkend` — ""growing stronger"""	remove from the adjective bank and teach under the verb `erstarken`	This is the transparent present participle of `erstarken`, not an independently lexical adjective lemma.
adjectives_008	adjectives	4953	extrovertiert	cefrLevel	low	cefr	C1	approximately B2	This common internationalism is routine intermediate personality vocabulary, so C1 materially overstates its difficulty.
adjectives_008	adjectives	4959	filmreif	english	low	gloss	"""film-worthy/Oscar-worthy"""	"""cinematic; worthy of/like something from a film"""	"`filmreif` can describe a scandal, escape or scene without implying artistic excellence, so ""Oscar-worthy"" adds an unjustified positive meaning."
adjectives_008	adjectives	4974	geruchsneutral	english	low	gloss	"""unscented"""	"""odourless/odour-neutral"""	"""Unscented"" normally means that no fragrance was added, whereas `geruchsneutral` says that something has no noticeable or characteristic odour."
adjectives_008	adjectives	4982	gruppendynamisch	english	low	gloss	"""group-dynamic"""	"""relating to group dynamics/group-dynamics-related"""	"""Group-dynamic"" is not a normal standalone British-English equivalent and gives the learner an unnatural model."
adjectives_008	adjectives	4984	gutachtlich	english	low	gloss	"""expert/advisory"""	"""in the form of/based on an expert opinion or assessment"""	The current adjectives are too broad and do not convey the defining relation to a `Gutachten`.
adjectives_008	adjectives	5005	inständig	english	medium	gloss	"""urgent"""	"""earnest/imploring; earnestly"""	`inständig` describes the fervent, pleading manner of a request, not urgency in general (`dringend`).
adjectives_008	adjectives	5020	klappernd	word	high	notadj	"`klappernd` — ""clattering/rattling"""	remove from the adjective bank and teach under `klappern`	The row is merely the productive present participle of `klappern`, with no lexical adjective sense.
adjectives_008	adjectives	5028	kopfschüttelnd	word	high	notadj	"`kopfschüttelnd` — ""shaking one's head"""	remove from the adjective bank and teach it as the participial construction `den Kopf schüttelnd`	This is a compositional present participle describing an accompanying action, not an adjective lemma.
adjectives_008	adjectives	5044	medienwirksam	english	low	gloss	"""media-effective"""	"""effective in attracting media attention/publicity-generating"""	"""Media-effective"" is an unidiomatic calque and does not clearly explain the German meaning."
adjectives_008	adjectives	5045	mehrdeutig	english	medium	gloss	"""ambiguous/ambivalent/equivocal"""	"""ambiguous/equivocal/having more than one meaning"""	"""Ambivalent"" means having mixed feelings (`zwiespältig`), not having multiple possible meanings."
adjectives_008	adjectives	5107	schadstoffhaltig	english	low	gloss	"""containing harmful substance"""	"""containing pollutants/harmful substances"""	"The countable singular is ungrammatical without an article and is less precise than the normal environmental term ""pollutants""."
adjectives_008	adjectives	5169	unternehmungslustig	english	medium	gloss	"""enterprising"""	"""adventurous/keen to go out and do things"""	"`unternehmungslustig` denotes eagerness for activities and outings; ""enterprising"" instead suggests initiative and resourcefulness (`unternehmend`)."
adjectives_008	adjectives	5180	verfahrensrechtlich	english	medium	gloss	"""procedural"""	"""relating to procedural law/as a matter of procedural law"""	"The German specifically concerns the law of procedure, while bare ""procedural"" also covers any process or procedure."
adjectives_008	adjectives	5196	volkseigen	english	medium	gloss	"""owned by the people"""	"""state-owned/publicly owned (especially in the former GDR)"""	This is a historical-political term for state ownership, particularly GDR ownership, not an ordinary literal claim that the people own something.
adjectives_008	adjectives	5198	vorhergesagt	word	high	notadj	"`vorhergesagt` — ""predicted/projected"""	remove from the adjective bank and teach as the past participle of `vorhersagen`	This is a regular verbal participle with no independently lexical adjective sense in the supplied gloss.
adjectives_008	adjectives	5206	weitverzweigt	english	low	gloss	"""widely ramified"""	"""extensive/far-reaching; having many branches"""	"Although technically possible, ""widely ramified"" is highly unnatural general learner English for networks, organisations and family connections."
adjectives_008	adjectives	5213	wissentlich	english	low	gloss	"""knowingly"""	"""knowing/deliberate; knowingly"""	The current value gives only the adverb, omitting the normal adjective in phrases such as `eine wissentliche Falschaussage`.
adjectives_008	adjectives	5214	witterungsbedingt	english	low	gloss	"""conditioned by atmospheric conditions"""	"""weather-related/caused by the weather"""	The current rendering is an opaque, unidiomatic calque rather than usable British English.
adjectives_008	adjectives	5232	abwaschbar	cefrLevel	medium	cefr	C1	approximately A2–B1	This transparent, everyday adjective for washable surfaces and materials is several stages below C1.
adjectives_008	adjectives	5238	amtsfrei	english	medium	gloss	"""free of office"""	"""not belonging/subordinate to an `Amt` (a German administrative district)"""	The current literal gloss is not idiomatic English and misses the specialised German administrative meaning.
adjectives_008	adjectives	5303	dreistöckig	english	low	spelling	"""three-story"""	"""three-storey"""	The bank is for British-English speakers, for whom the building noun is spelled `storey`, not `story`.
adjectives_008	adjectives	5305	drittletzte	word	high	notadj	`drittletzte`	"use the uninflected lemma `drittletzt` (""third from last/antepenultimate"")"	The final `-e` is an adjective inflection, so the stored headword is an inflected attributive form rather than the lemma.
adjectives_008	adjectives	5328	erstrebt	word	high	notadj	"`erstrebt` — ""desired/pursued/strived"""	"remove from the adjective bank and teach under `erstreben`; use `erstrebenswert` for the lexical adjective ""desirable"""	`erstrebt` is simply the past participle of `erstreben`, and the supplied gloss gives only verbal-result meanings.
adjectives_008	adjectives	5330	exterritorial	english	low	gloss	"""exterritorial"""	"""extraterritorial"""	"""Exterritorial"" exists only as a very rare variant; ""extraterritorial"" is the standard modern learner equivalent."
adjectives_008	adjectives	5332	fälschlich	english	low	gloss	"""falsely/incorrectly"""	"""mistaken/erroneous; falsely/incorrectly"""	The entry supplies only adverbs even though attributive adjective uses such as `die fälschliche Annahme` need an adjective equivalent.
adjectives_008	adjectives	5335	fernmündlich	english	low	gloss	"""by telephone (formal/official register)"""	"""telephone/by telephone (formal/official register)"""	"The current adverbial phrase does not model attributive uses such as `eine fernmündliche Bestellung` (""a telephone order"")."
adjectives_008	adjectives	5349	fußend	word	high	notadj	"`fußend` — ""based on"""	remove from the adjective bank and teach the verbal construction `auf etwas fußen`	This is the productive present participle of `fußen` and cannot be used with the supplied sense without its governed `auf` phrase.
adjectives_008	adjectives	5351	gebärfähig	english	medium	gloss	"""of childbearing age"""	"""capable of bearing/giving birth to a child"""	Being of childbearing age does not itself mean being physically capable of giving birth, which is what `gebärfähig` states.
adjectives_008	adjectives	5364	gesprenkelt	english	low	spelling	"""dappled/flecked/mottle-coloured"""	"""dappled/flecked/mottled"""	"""Mottle-coloured"" is malformed English; the adjective is ""mottled""."
adjectives_008	adjectives	5376	grässlich	english	low	gloss	"""grisly/hideous"""	"""horrible/awful/hideous"""	"""Grisly"" specifically evokes gruesome horror and is not the ordinary equivalent of the much broader `grässlich`."
adjectives_008	adjectives	5383	handbemalt	english	low	spelling	"""handpainted"""	"""hand-painted"""	Standard British English hyphenates this compound adjective.
adjectives_008	adjectives	5394	hocheffektiv	cefrLevel	low	cefr	C1	approximately B2	The transparent combination of common `hoch` and international `effektiv` is normal intermediate vocabulary, not specifically C1.
adjectives_008	adjectives	5397	hochgezogen	word	high	notadj	"`hochgezogen` — ""raised/pulled up"""	remove this generic action-result entry and teach it as the past participle of `hochziehen`	The gloss represents only the compositional verbal participle, with no independent lexical adjective sense.
adjectives_008	adjectives	5413	kalorienreich	english	low	gloss	"""rich in calorie"""	"""high-calorie/rich in calories"""	"English requires the plural ""calories"" in this construction; the current wording is ungrammatical."
adjectives_008	adjectives	5415	kambodschanisch	english	medium	gloss	"""Cambodian/Khmer"""	"""Cambodian"""	"""Khmer"" refers specifically to the Khmer people, culture or language and is not interchangeable with the country adjective ""Cambodian"" in every context."
adjectives_008	adjectives	5419	kerngesund	cefrLevel	low	cefr	C1	approximately B2	"This transparent and fairly common intensifying compound for ""perfectly healthy"" does not warrant a C1-only placement."
adjectives_008	adjectives	5429	konzentrisch	english	low	gloss	"""concentric/concentrical"""	"""concentric"""	"""Concentrical"" is an uncommon variant and is poor active English vocabulary when the normal equivalent is simply ""concentric""."
adjectives_008	adjectives	5469	monastisch	english	low	gloss	"""monastic/monastical/monastically"""	"""monastic"""	"""Monastical"" is rare and ""monastically"" is an adverb; neither improves the clear standard adjective ""monastic"" for a learner."
adjectives_008	adjectives	5480	niederschlagsarm	english	low	gloss	"""low in precipitation/dry"""	"""low-rainfall/dry"""	"""Low in precipitation"" is an unnatural calque; ""low-rainfall"" is the idiomatic attributive equivalent."
adjectives_008	adjectives	5486	oll	english	low	gloss	"""old"""	"""old/shabby/lousy (colloquial, especially northern German)"""	The bare gloss hides the word's strongly colloquial/regional character and its frequent disparaging sense.
adjectives_008	adjectives	5528	rothaarig	english	low	gloss	"""redheaded"""	"""red-haired"""	"""Red-haired"" is the natural neutral British-English adjective; the current unhyphenated form is predominantly American and a poorer model for this audience."
adjectives_008	adjectives	5536	schmierig	english	medium	gloss	"""dirty/filthy/greasy"""	"""greasy/slimy; sleazy/smarmy"""	"Generic ""dirty/filthy"" misses both the literal greasy/slimy quality and the very common figurative sense for an unpleasantly ingratiating or disreputable person."
adjectives_008	adjectives	5547	seelenruhig	english	low	gloss	"""placid"""	"""completely calm/unruffled"""	"`seelenruhig` usually describes remaining utterly unperturbed in a situation, whereas ""placid"" more often describes a generally mild temperament."
adjectives_008	adjectives	5558	spätsommerlich	english	low	gloss	"""late summer"""	"""late-summer/typical of late summer"""	The current noun phrase does not give an English adjective usable for weather, light or atmosphere.
adjectives_008	adjectives	5566	stichpunktartig	english	low	gloss	"""in bullet points"""	"""in bullet-point form/bullet-pointed; in bullet points"""	Only the adverbial rendering is supplied for an entry in the adjective bank.
adjectives_008	adjectives	5567	stichwortartig	english	low	gloss	"""in keywords/briefly"""	"""keyword-style/outline-like; in keywords/briefly"""	Both current equivalents are adverbial and leave attributive uses without a usable adjective.
adjectives_008	adjectives	5573	suizidgefährdet	english	low	gloss	"""suicidal/at risk of suicide"""	"""at risk of suicide"""	"`suizidgefährdet` is a risk assessment and does not necessarily assert current suicidal intent, which bare ""suicidal"" can imply."
adjectives_008	adjectives	5576	taff	english	low	gloss	"""demanding/tough"""	"""tough/resilient/capable"""	`taff` characterises a robust, self-assured person or manner; it does not ordinarily mean that a task is demanding.
adjectives_008	adjectives	5579	tausendjährig	english	low	gloss	"""thousand-year-old/millennial"""	"""a thousand years old/lasting a thousand years"""	"For modern learners ""millennial"" primarily evokes a generation or something relating to a millennium and is an ambiguous active equivalent here."
adjectives_008	adjectives	5596	überlebensgroß	english	medium	gloss	"""larger-than-life"""	"""larger than life-size/larger than actual size"""	"The German normally describes physical scale; hyphenated English ""larger-than-life"" commonly has the figurative sense of an unusually vivid personality."
adjectives_009	adjectives	5603	unaufschiebbar	english	low	gloss	not postponable	unable to be postponed; urgent	The current rendering is understandable but unidiomatic and omits the frequent sense “urgent”.
adjectives_009	adjectives	5619	unkundig	english	low	gloss	unknowledgeable	ignorant; unfamiliar/unacquainted (with something)	“Unknowledgeable” is rare and gives no guidance on the usual construction or sense.
adjectives_009	adjectives	5623	unrecht	cefrLevel	medium	cefr	C1	B1 (or leave unset)	This is a common basic adjective in expressions such as “Das ist unrecht”; C1 would badly delay it for learners.
adjectives_009	adjectives	5657	wartungsfrei	english	low	gloss	free of maintenance	maintenance-free	The current phrase is an unnatural English calque.
adjectives_009	adjectives	5659	weißrussisch	english	low	gloss	Belarusian	Belarusian (traditional/now often avoided; prefer **belarussisch**)	The meaning is right, but the learner receives no warning that this older label is increasingly replaced by “belarussisch”, which also occurs later in this batch.
adjectives_009	adjectives	5661	wesensmäßig	english	medium	gloss	by nature/essentially	essential; inherent; relating to someone’s or something’s nature/character	Both current equivalents are adverbial; they do not teach the adjective’s attributive meaning.
adjectives_009	adjectives	5671	wohnhaft	cefrLevel	medium	cefr	C1	B1/B2	This formal but routine address and residence word (“wohnhaft in”) is encountered well before C1.
adjectives_009	adjectives	5648	vibrierend	word, english	high	notadj	vibrierend — vibrating	remove from the adjective bank, or replace with the verb **vibrieren**; retain only with a genuinely lexical adjectival sense such as “vibrant/thrumming”	As glossed, this is merely the productive present participle “vibrating”, not an independent adjective lemma.
adjectives_009	adjectives	5727	astrein	english	medium	gloss	cool	flawless/impeccable; excellent/first-rate; colloquially also cool	“Cool” covers only a colloquial use and suppresses the central senses.
adjectives_009	adjectives	5709	anästhesiologisch	english	low	spelling	anesthesiologic/anesthesiological	anaesthesiological (British English)	Both stored variants use American spelling in a British-English learner bank.
adjectives_009	adjectives	5733	aufkeimend	word, english	high	notadj	aufkeimend — budding/burgeoning/germinal	remove from the adjective bank; teach **aufkeimen** as the verb, or use an established adjective such as **beginnend** where appropriate	This is the transparent eventive present participle of “aufkeimen”, not a lexical adjective lemma.
adjectives_009	adjectives	5735	aufreibend	english	low	spelling	grueling	gruelling	The stored spelling is American; British English normally doubles the l.
adjectives_009	adjectives	5757	beratungsresistent	english	medium	gloss	fixed in one's views	impervious/unreceptive to advice; unwilling to take advice	Someone can be fixed in their views without resisting advice; the compound specifically concerns refusal to accept advice.
adjectives_009	adjectives	5759	beschlagen	english	medium	gloss	knowledgeable/well-versed	fogged/misted up; coated/fitted; figuratively knowledgeable/well-versed (in something)	The gloss presents only the figurative sense and omits the very common physical sense of windows or glasses fogging up.
adjectives_009	adjectives	5772	blitzartig	english	medium	gloss	lightning-fast	like a flash; sudden/lightning-like; sometimes lightning-fast	The word primarily describes a sudden, flash-like occurrence and does not always mean high speed; that narrower sense is “blitzschnell”.
adjectives_009	adjectives	5792	dingfest	word, english	high	notadj	dingfest — arrest/come to grips/master	remove as a standalone adjective; teach the fixed expression **jemanden/etwas dingfest machen** (“arrest/catch someone; pin something down”)	“Dingfest” is phrase-bound, while all three stored English items are verb phrases and cannot serve as an adjective gloss.
adjectives_009	adjectives	5805	duftig	english	medium	gloss	airy/gossamer/delicate; (rarer) fragrant	airy/gossamer-delicate/light	In current standard usage this means delicately light or diaphanous; presenting “fragrant” as a sense invites confusion with “duftend”.
adjectives_009	adjectives	5840	faltenfrei	english	low	gloss	free of fold	crease-free/wrinkle-free	“Free of fold” is not idiomatic English and uses the wrong number/collocation.
adjectives_009	adjectives	5861	fressend	word, english	high	notadj	fressend — feeding/gorging	remove from the adjective bank and teach **fressen** as a verb	This is an ordinary eventive present participle with no lexical adjectival meaning in the supplied gloss.
adjectives_009	adjectives	5872	gegenstandslos	english	medium	gloss	invalid	moot; no longer applicable/relevant; without an object/basis	“Invalid” is only possible in restricted contexts and is too broad to teach as the general equivalent.
adjectives_009	adjectives	5923	herbeigerufen	word, english	high	notadj	herbeigerufen — summoned/called for	remove from the adjective bank and teach **herbeirufen** as the verb	This is a transparent eventive past participle, not an independent adjective lemma.
adjectives_009	adjectives	5962	internal	english	high	gloss	internal	internalised; inward/inner (specialist or formal)	German “internal” does not normally mean English “internal” (that is “intern”); the identical-looking gloss teaches a false friend.
adjectives_009	adjectives	5975	kirchengeschichtlich	english	low	gloss	church historical	relating to church/ecclesiastical history	“Church historical” is not natural English.
adjectives_009	adjectives	5994	kostenträchtig	english	low	gloss	cost-intensive	costly/expensive	“Cost-intensive” is an avoidable German-influenced calque and poor learner English.
adjectives_009	adjectives	6042	morbide	word	high	spelling	morbide	morbid	“Morbide” is an inflected form (for example, “eine morbide Gesellschaft”); the citation lemma is “morbid”.
adjectives_009	adjectives	6047	musiktheoretisch	english	low	gloss	music-theoretical	relating to music theory; theoretical (in music)	The stored compound is an unnatural English calque.
adjectives_009	adjectives	6059	nervtötend	english	medium	gloss	nerve-wracking	extremely annoying/irritating; maddening	The German word means that something gets on one’s nerves, not chiefly that it causes anxiety; “nerve-wracking” is also the less standard spelling of “nerve-racking”.
adjectives_009	adjectives	6099	porenfrei	english	low	gloss	free of pore	pore-free/non-porous	The current English is unidiomatic.
adjectives_009	adjectives	6103	prim	english, cefrLevel	medium	cefr	prime; A2	prime (mathematics); leave CEFR unset or assign only in a specialist deck	This is a technical mathematical predicative adjective, not the general English adjective “prime”; A2 without a domain label is grossly misleading.
adjectives_009	adjectives	6117	rätoromanisch	english	low	gloss	Rhaeto-Romanic	Romansh; Rhaeto-Romanic	The current learned term is valid but omits the standard learner-friendly English name “Romansh”.
adjectives_009	adjectives	6150	säurefrei	english	low	gloss	free of acid	acid-free	The stored wording is an unnatural English calque.
adjectives_009	adjectives	6151	scharfsinnig	english	low	gloss	bright/clever	astute/discerning/keen-minded	The current words are too general and lose the sense of penetrating judgement.
adjectives_009	adjectives	6168	schwimmfähig	english	low	gloss	floatable	able to swim/float; buoyant	“Floatable” is uncommon and covers only part of the German word’s range.
adjectives_009	adjectives	6187	sportmedizinisch	english	low	gloss	sports-medical	relating to sports medicine	“Sports-medical” is not idiomatic general English.
adjectives_009	adjectives	6202	taubstumm	english	medium	gloss	deaf-mute	deaf and non-speaking (dated and widely considered inappropriate; normally use **gehörlos** where “deaf” is meant)	Both the German term and its literal English equivalent are outdated and can be offensive; they also wrongly suggest that deaf people cannot speak.
adjectives_009	adjectives	6273	unverdächtig	english	medium	gloss	unsuspected/unsuspicious	not under suspicion; above suspicion; innocuous/not suspicious	English “unsuspicious” can mean “not suspecting”, which is not the German meaning and creates a clear false-friend trap.
adjectives_009	adjectives	6286	vergesslich	cefrLevel	medium	cefr	C1	A2/B1	“Forgetful” is ordinary, concrete everyday vocabulary and is grossly over-levelled at C1.
adjectives_009	adjectives	6293	vermeidlich	english	high	gloss	supposed	avoidable (rare; normally **vermeidbar**)	“Supposed/alleged” translates “vermeintlich”; “vermeidlich” means capable of being avoided.
adjectives_010	adjectives	6323	wechselwarm	english	low	gloss	cold-blooded/poikilotherm/poikilothermic	cold-blooded/poikilothermic	`poikilotherm` is an English noun, not an adjective, and should not be mixed into an adjective gloss.
adjectives_010	adjectives	6335	wortgleich	english	medium	gloss	equally worded	identical in wording/word-for-word identical	“Equally worded” is unnatural and can suggest equal quality rather than the defining sense that the wording is identical.
adjectives_010	adjectives	6339	zahlungswirksam	english	medium	gloss	cash-effective	affecting cash flow/payments; cash-relevant	“Cash-effective” is not idiomatic English and does not clearly explain this accounting adjective.
adjectives_010	adjectives	6347	züchtig	english	medium	gloss	virtuous	chaste/modest/demure	The core modern sense concerns sexual chastity or modest appearance and behaviour; broad “virtuous” does not teach that important restriction.
adjectives_010	adjectives	6355	zweimonatlich	english	low	gloss	bimonthly	every two months/two-monthly	English “bimonthly” is ambiguous between twice a month and every two months, whereas the German here means every two months.
adjectives_010	adjectives	6361	abbezahlt	word	high	notadj	paid off	remove from the adjective bank and teach as the past participle of `abbezahlen`	The supplied sense is only the transparent result of the verb, not an independently lexical adjective lemma.
adjectives_010	adjectives	6366	abgefallen	word	high	notadj	fallen off/apostate	remove from the adjective bank and teach under `abfallen`	Both supplied readings are ordinary past-participle uses of `abfallen`, not a distinct adjective lemma.
adjectives_010	adjectives	6387	altfranzösisch	english	low	gloss	Old French/ancient French	Old French	Old French is a specific historical stage of the language; vague “ancient French” is not the standard linguistic term.
adjectives_010	adjectives	6446	beschützt	word	high	notadj	protected	remove from the adjective bank and teach as the past participle of `beschützen`	“Protected” gives only the productive passive/result meaning of the verb and no independently lexical adjective sense.
adjectives_010	adjectives	6453	beurkundet	word	high	notadj	officially recorded	remove from the adjective bank and teach as the past participle of `beurkunden`	This is an ordinary legal/administrative participle describing something that has been formally recorded.
adjectives_010	adjectives	6455	bewehrt	english	medium	gloss	armored/armoured/protected	reinforced; armed/armoured	The especially important technical sense is “reinforced”, as in `bewehrter Beton`; vague “protected” does not supply it.
adjectives_010	adjectives	6456	bewundert	word; english	high	notadj	admired/adored/renowned	remove from the adjective bank and teach as the past participle of `bewundern`	“Admired/adored” merely expresses the verb's passive result, while “renowned” additionally means famous and is not a reliable equivalent.
adjectives_010	adjectives	6458	bezeugt	word	high	notadj	evidenced/testified	remove from the adjective bank and teach as the past participle of `bezeugen`	The row contains only transparent participial meanings such as attested or evidenced, not an independent adjective lemma.
adjectives_010	adjectives	6463	bissfest	english	medium	gloss	al dente	firm to the bite; bite-resistant; al dente (of food)	`bissfest` is not confined to the culinary Italian sense and can also describe material or objects resistant to biting.
adjectives_010	adjectives	6474	bundesunmittelbar	english	medium	gloss	federally direct	directly under federal authority/federally administered	“Federally direct” is not grammatical or idiomatic English and fails to convey the administrative relationship.
adjectives_010	adjectives	6514	drucktechnisch	english	low	gloss	printing-technical	relating to printing/printing-technology-related	“Printing-technical” is an unnatural calque rather than usable learner-facing English.
adjectives_010	adjectives	6529	eingestürzt	word	high	notadj	collapsed	remove from the adjective bank and teach as the past participle of `einstürzen`	The row gives only the transparent result of the verb “to collapse”.
adjectives_010	adjectives	6549	entwicklungsgeschichtlich	english	low	gloss	evolutionary-historical	relating to developmental/evolutionary history	“Evolutionary-historical” is not idiomatic English and is too opaque for a learner gloss.
adjectives_010	adjectives	6574	exaltiert	english	medium	gloss	effusive	affected/extravagant/overexcited	`exaltiert` normally criticises affected, theatrical or excessively excited behaviour; “effusive” alone is often positive and misses that force.
adjectives_010	adjectives	6570	erzogen	word	high	notadj	brought up/educated	remove this bare entry and teach as the past participle of `erziehen`; retain lexical compounds such as `wohlerzogen` separately	The gloss supplies only ordinary verbal results and does not represent a standalone lexical adjective sense.
adjectives_010	adjectives	6584	feist	english	low	gloss	adipose/fat	fat/corpulent	English “adipose” describes fatty tissue, not a fat or corpulent person, so it is a false and needlessly technical alternative here.
adjectives_010	adjectives	6619	gealtert	word	high	notadj	aged	remove from the adjective bank and teach as the past participle of `altern`	As glossed, this is simply the productive participle for something that has aged or been aged.
adjectives_010	adjectives	6620	gebleicht	word	high	notadj	bleached	remove from the adjective bank and teach as the past participle of `bleichen`	“Bleached” is only the transparent event/result participle and supplies no separate lexical adjective meaning.
adjectives_010	adjectives	6630	gekippt	word	high	notadj	tilted/tipped over	remove from the adjective bank and teach as the past participle of `kippen`	Both English readings are ordinary results of the verb's action.
adjectives_010	adjectives	6637	gemeinfrei	english	low	gloss	public domain	in the public domain/public-domain	Bare “public domain” is a noun phrase; the proposed wording models the adjective's predicative and attributive use.
