bank	batch	word	field	severity	category	current	correct	why
verbs	verbs_002	CEFR tagged far too easy	cefr	medium	cefr	recherchieren A1, wiedergeben A1, vermieten A1, überweisen A1, genehmigen A2, entlassen A2, erfragen A2, vortragen A2	B1–C1 range	all are formal/bureaucratic or abstract verbs no A1/A2 syllabus contains.
verbs	verbs_002	CEFR tagged far too hard	cefr	low	cefr	lehren C1, jagen C1, formen C1, rühren C1, strahlen C1, reißen C1, blockieren C1, angreifen C1	A2–B2	everyday verbs pushed to C1.
verbs	verbs_002	Reflexive-only senses not marked	english	low	gloss	bewähren "prove itself", wohlfühlen "feel comfortable", anfühlen "feel", einigen "agree/unite", auskennen "be familiar with", entschließen "decide", erholen "recover/relax", verlieben "fall in love", abzeichnen "become apparent", weigern "decline/refuse", tummeln "romp/hurry"	mark each as *sich …* in the gloss	without *sich* the learner produces *ich weigere*, *ich erhole* etc.; all correctly take haben.
verbs	verbs_002	Glosses appear alphabetised, so the primary sense is not first	english	low	gloss	nominieren "designate/nominate", riskieren "hazard/risk", renovieren "refurbish/renovate", tagen "dawn/meet", zustellen "block/deliver", gießen "cast/pour/water", abmelden "give notice of/log out", halbieren "bisect/halve", entwenden "purloin/steal", abschätzen "anticipate/estimate/foresee", zurückbleiben "linger/stagnate/stay behind", niederlassen "let down/lower/settle down", freistellen "dismiss/exempt/…", einbrechen "break down/break in/…", schöpfen "create/draw (water)", erwärmen "take to/warm up", abarbeiten "process/slave/slave away", ansteuern "head/steer/strive", zuwenden "devote/donate/turn towards", vorführen "demonstrate/exhibit/pillory", herausarbeiten "bring out/carve out/struggle out", hemmen "block/dam/hamper", verstauen "stack/stow", blühen "bloom/blossom/come up"	put the learner's sense first and drop the stray ones ("struggle out", "dam", "stack", "come up", "strive" are not senses of these verbs)	alphabetical ordering repeatedly promotes an obscure or wrong sense above the useful one.
verbs	verbs_002	Mixed-auxiliary verbs left UNSET where the intransitive reading needs sein	auxiliary	low	aux	tauchen, trocknen, abkühlen, heilen, münden all UNSET → "hat"; aufbrechen and ausziehen/umziehen marked sein though their transitive/reflexive senses take haben	split the senses or note both auxiliaries	*die Wunde ist geheilt*, *die Wäsche ist getrocknet*, but *er hat die Tür aufgebrochen*, *sie hat sich umgezogen*.
verbs	verbs_002	anziehen	english	low	gloss	"attract/dress" at A1	"put on (clothes), get dressed / attract"	at A1 the clothing sense is the one being taught.
verbs	verbs_002	umstellen	type	low	verbform	single regular entry "switch/rearrange"	also inseparable *umstéllen* (hat umstellt) "surround, encircle"	two stress patterns with different meanings.
verbs	verbs_002	missen	word	low	junk	"miss/do without"	drop, or restrict to the fixed phrase *nicht missen wollen*	outside that idiom the verb is not used; learners need *vermissen* (already present at rank 800).
verbs	verbs_002	bremsen	english	low	gloss	"brake/retard/slow down"	"brake/slow down"	"retard" is not idiomatic English here and reads badly.
verbs	verbs_002	prämieren	english	low	gloss	"award a prize/give an award/grant an award"	"award a prize to"	three restatements of one sense.
verbs	verbs_002	nachfragen	english	low	gloss	"inquire/follow up"	"enquire/ask (again)"	British English prefers *enquire* for asking a question.
verbs	verbs_002	starkmachen	word	low	junk	one-word lemma "starkmachen"	*sich stark machen für* (written separately)	post-1996 orthography writes this as two words; gloss also omits the reflexive.
verbs	verbs_003	durchbrechen	praeteritum	high	verbform	brach durch / durchgebrochen / sein / "appear/break in two/break through"	two verbs — separable *dúrchbrechen* (brach durch, durchgebrochen, sein/haben) "break in two"; inseparable *durchbréchen* (durchbrach, durchbrochen, haben) "break through/breach"	separable forms are paired with the inseparable verb's meaning; "appear" first is wrong.
verbs	verbs_003	verborgen	word	high	junk	verborgen, regular, gloss "hidden"	remove — this is the past participle/adjective of *verbergen*	a participle-adjective is being taught as an infinitive; the rare verb *verborgen* means "lend out", not "hidden".
verbs	verbs_003	radeln	auxiliary	high	aux	UNSET (renders "hat"), "bike/cycle/ride a bicycle"	sein ("ist geradelt"); gloss "cycle/ride a bicycle"	verb of motion takes *sein*; "bike" is American and is placed first.
verbs	verbs_003	erwachen	auxiliary	high	aux	UNSET → "hat erwacht"	sein — "ist erwacht"	change of state; *erwachen* never takes haben.
verbs	verbs_003	bestreben	word	high	junk	bestreben, "endeavor/endeavour"	drop the lemma (only *bestrebt sein* / das Bestreben exist); if kept, gloss "endeavour" only	not a usable free-standing verb, and the gloss carries both the American and British spelling.
verbs	verbs_003	schlendern	auxiliary	high	aux	UNSET → "hat", "mooch/stroll"	sein ("ist geschlendert"); gloss "stroll/saunter"	verb of motion takes *sein*; "mooch" is US slang for scrounge and is misleading first.
verbs	verbs_003	durchdringen	auxiliary	high	aux	durchdrang / durchdrungen / sein	haben — inseparable *durchdríngen* is transitive ("hat durchdrungen"); only the separable *drang durch / durchgedrungen* takes sein	inseparable forms are given with the separable verb's auxiliary.
verbs	verbs_003	überziehen	praeteritum	high	verbform	zog über / übergezogen, gloss "cover/overdraw"	überzog / überzogen (inseparable) for "cover/overdraw"; separable zog über / übergezogen = "put on (clothing)"	separable forms are attached to the inseparable verb's meanings.
verbs	verbs_003	entspringen	auxiliary	high	aux	haben	sein — "ist entsprungen"	both senses (originate from, escape) take *sein*.
verbs	verbs_003	abrutschen	auxiliary	high	aux	UNSET → "hat"	sein — "ist abgerutscht"	motion/change of position takes *sein*.
verbs	verbs_003	marschieren	auxiliary	high	aux	UNSET → "hat"	sein — "ist marschiert"	verb of directed motion.
verbs	verbs_003	schwinden	auxiliary	high	aux	haben	sein — "ist geschwunden"	change of state (dwindle/fade) takes *sein*.
verbs	verbs_003	einen	word	high	junk	einen, "unite", A2	remove	corpus artefact from the article/pronoun *einen*; the verb is rare/literary and certainly not A2.
verbs	verbs_003	erliegen	auxiliary	high	aux	haben	sein — "ist erlegen"	*erliegen* (succumb) takes *sein* throughout.
verbs	verbs_003	hüpfen	auxiliary	high	aux	UNSET → "hat"	sein — "ist gehüpft"	verb of motion.
verbs	verbs_003	überfallen	auxiliary	high	aux	sein	haben — "hat überfallen"	transitive inseparable verb; *sein* is impossible.
verbs	verbs_003	umreißen	praeteritum	high	verbform	riss um / umgerissen, gloss "outline/sketch"	umriss / umrissen (inseparable) for "outline"; separable riss um / umgerissen = "knock over"	forms belong to the other verb of the pair.
verbs	verbs_003	erschrecken	praeteritum	high	verbform	erschrak / erschrocken / sein, gloss "frighten/scare/startle"	transitive "frighten sb" = erschreckte / hat erschreckt; the strong forms given mean "be frightened" (ist erschrocken)	entry hides two verbs and pairs the intransitive forms with transitive glosses.
verbs	verbs_003	abklingen	auxiliary	high	aux	haben	sein — "ist abgeklungen"	change of state (subside/wear off).
verbs	verbs_003	entweichen	auxiliary	high	aux	haben	sein — "ist entwichen"	escape/leak out takes *sein*.
verbs	verbs_003	vorbeiziehen	auxiliary	high	aux	haben	sein — "ist vorbeigezogen"	intransitive motion past something; haben only for the rare transitive use.
verbs	verbs_003	dabeihaben	type	high	verbform	regular (app will generate "dabeihabte/dabeigehabt-regular")	irregular — hatte dabei / dabeigehabt	compound of *haben*, which is irregular.
verbs	verbs_003	mithaben	type	high	verbform	regular	irregular — hatte mit / mitgehabt	compound of *haben*; also a marginal lemma (colloquial only).
verbs	verbs_003	kippen	auxiliary	medium	aux	UNSET → "hat", "cant/overturn/tilt"	intransitive "tip over" = sein ("ist gekippt"); gloss "tilt/tip over/pour"	only the transitive use takes haben, and "cant" is an obscure first sense.
verbs	verbs_003	beziffern	english	medium	gloss	amount to/come to/estimate	put a figure on/quantify; *sich beziffern auf* = amount to	the first two glosses only work reflexively, so the transitive core sense is missing.
verbs	verbs_003	erstrahlen	auxiliary	medium	aux	UNSET → "hat"	sein — "ist erstrahlt"	inchoative *er-* verb (begin to shine) takes *sein*.
verbs	verbs_003	umsehen	english	medium	gloss	browse/look around	sich umsehen — look around/have a look round	reflexive-only verb not marked as such, and "browse" is a poor first sense.
verbs	verbs_003	abwenden	praeteritum	medium	verbform	wandte ab / abgewandt, gloss "avert" first	"avert (danger)" = wendete ab / abgewendet; wandte ab / abgewandt = "turn away"	two conjugations with a meaning split; the listed forms do not match the first gloss.
verbs	verbs_003	winken	english	medium	gloss	beckon/expect/wave	wave/beckon	"wave" is the core sense and is buried; "expect" is wrong (only in *jdm winkt etwas* = be in store for sb).
verbs	verbs_003	erklimmen	english	medium	gloss	achieve/clamber/reach	climb (up)/scale	the basic meaning "climb" is missing and a figurative sense leads.
verbs	verbs_003	entstammen	auxiliary	medium	aux	UNSET → "hat"	sein — "ist einer alten Familie entstammt"	Duden gives Perfekt with *sein*.
verbs	verbs_003	lächeln	english	medium	gloss	grin/smile	smile	"grin" (= grinsen) is placed before the actual meaning.
verbs	verbs_003	mitfahren	english	medium	gloss	drive/go/ride	come along (as a passenger)/get a lift/ride with sb	"drive" reverses the meaning — the subject is not driving.
verbs	verbs_003	kreisen	english	medium	gloss	circle/circumgyrate, A1	circle/orbit/revolve; CEFR B1–B2	"circumgyrate" is not usable English and A1 is far too low.
verbs	verbs_003	quälen	english	medium	gloss	harry/put about/torture	torment/torture; sich quälen = struggle	"harry" and "put about" are not renderings of *quälen*.
verbs	verbs_003	spendieren	english	medium	gloss	pay for/spend	treat sb to/stand sb (a drink)	"spend" is *ausgeben* — a false rendering.
verbs	verbs_003	umbringen	english	medium	gloss	commit suicide/kill/kill oneself	kill/murder; sich umbringen = kill oneself	the reflexive-only sense is placed first.
verbs	verbs_003	zerlegen	cefr	medium	cefr	A1, "analyse/cut up/dismantle"	B2; gloss "dismantle/take apart/carve up"	a technical verb tagged as beginner vocabulary, with an abstract sense first.
verbs	verbs_003	beschneiden	english	medium	gloss	circumcise/cut/trim	trim/prune/curtail (circumcise as a later sense)	a marginal sense leads and will mislead learners.
verbs	verbs_003	abtreten	auxiliary	medium	aux	sein, "cede/step down/resign"	"cede/hand over" = haben; sein only for "step down/exit"	the auxiliary matches the third gloss, not the first.
verbs	verbs_003	anfreunden	english	medium	gloss	accept/befriend/get used to	sich anfreunden (mit) — make friends with; sich mit etw anfreunden = warm to sth	reflexive-only verb, and "accept" is not a translation of it.
verbs	verbs_003	entsenden	type	medium	verbform	regular	mixed/irregular — entsandte / entsandt	*senden*-compound; "entsendete" is not the usual form.
verbs	verbs_003	absterben	english	medium	gloss	necrotise	die off/wither; (of limbs) go numb	only a medical technicalism is offered for an everyday verb.
verbs	verbs_003	eskalieren	auxiliary	medium	aux	UNSET → "hat"	sein for the intransitive sense — "ist eskaliert"	the usual learner use (a situation escalates) takes *sein*.
verbs	verbs_003	andenken	word	medium	junk	andenken, dachte an / angedacht, "think of/commemorate"	remove, or gloss "float/начать to consider (a plan)" — the glosses given belong to *an jdn denken* and *das Andenken*	bureaucratic back-formation whose glosses come from two different words.
verbs	verbs_003	fortfahren	auxiliary	medium	aux	sein, "continue/drive away"	"continue (mit etw)" = haben; sein only for "drive off"	the auxiliary contradicts the primary gloss.
verbs	verbs_003	weihen	english	medium	gloss	be bound/be destined/consecrate	consecrate/dedicate/ordain	two participle idioms precede the actual verb meaning.
verbs	verbs_003	missachten	english	medium	gloss	despise/disregard/flout	disregard/ignore/flout	"despise" is *verachten* — wrong translation in first position.
verbs	verbs_003	avancieren	auxiliary	medium	aux	UNSET → "hat"	sein — "ist zum Leiter avanciert"	change of state.
verbs	verbs_003	ertönen	auxiliary	medium	aux	UNSET → "hat"	sein — "ist ertönt"	inchoative *er-* verb.
verbs	verbs_003	befeuern	english	medium	gloss	be lighted/fire upon/fuel	fuel/fire (a boiler); figuratively: spur on	"be lighted" is broken English and cannot be a verb gloss.
verbs	verbs_003	zurückschrecken	auxiliary	medium	aux	regular, UNSET → "hat"	sein — "ist vor nichts zurückgeschreckt"; strong Präteritum *schrak zurück* also current	intransitive change of state takes *sein*.
verbs	verbs_003	anlangen	auxiliary	medium	aux	UNSET → "hat"	"arrive" = sein ("ist angelangt")	the first gloss is a motion sense.
verbs	verbs_003	bahnen	english	medium	gloss	pave (a road)	sich einen Weg bahnen — clear/force a path	literal road-paving is *asphaltieren*; the gloss teaches the wrong use.
verbs	verbs_003	dehnen	english	medium	gloss	dilate/expand/extend	stretch (also: lengthen a vowel)	the core meaning "stretch" is absent.
verbs	verbs_003	eilen	auxiliary	medium	aux	UNSET → "hat"	"hurry (somewhere)" = sein; haben only for "be urgent"	the motion sense is the one learners need.
verbs	verbs_003	schmeißen	english	medium	gloss	chuck/deal/drop	throw/chuck (colloquial)	the basic sense "throw" is missing.
verbs	verbs_003	abtauchen	auxiliary	medium	aux	UNSET → "hat"	sein — "ist abgetaucht"	motion/change of state.
verbs	verbs_003	stillen	english	low	gloss	allay/breastfeed/calm	breastfeed; quench (thirst)/satisfy	obscure "allay" leads.
verbs	verbs_003	anstecken	english	low	gloss	attach/become infected/broach	infect; sich anstecken = catch (an illness); pin on	main sense not first; "broach (a barrel)" is archaic.
verbs	verbs_003	täuschen	english	low	gloss	be mistaken/deceive/delude	deceive/mislead; sich täuschen = be mistaken	the reflexive sense is placed first without marking.
verbs	verbs_003	antun	english	low	gloss	cause/do/dress	do (sth to sb); sich etwas antun = harm oneself	"dress" is not a sense of *antun*.
verbs	verbs_003	klarmachen	english	low	gloss	to get ready (a ship)/to make clear	make clear/explain; (nautical) make ready	nautical sense first, and the "to …" infinitive marker is inconsistent with the rest of the bank.
verbs	verbs_003	mahnen	english	low	gloss	admonish/dun/exhort	send a payment reminder; urge/warn	"dun" is archaic and the commercial sense (Mahnung) is missing.
verbs	verbs_003	dringen	english	low	gloss	insist/penetrate	penetrate/get through (auf etw dringen = insist, with haben)	sense listed first uses a different auxiliary from the one given.
verbs	verbs_003	ausschelten	word	low	junk	ausschelten, "scold"	prefer *ausschimpfen*/*schelten*	dated and very rare for a rank-1510 slot.
verbs	verbs_003	zusichern	english	low	gloss	pledge/reassure	assure sb of sth/guarantee	"reassure" is *beruhigen*.
verbs	verbs_003	einkehren	english	low	gloss	come/set in/stop off	stop off (at an inn); (of peace/quiet) descend	bare "come" is uninformative and leads.
verbs	verbs_003	einstimmen	english	low	gloss	tune	join in (singing); put sb in the mood for	gloss misses both live senses.
verbs	verbs_003	verorten	english	low	gloss	file/locate	locate/situate/place	"file" is misleading in first position.
verbs	verbs_003	verrechnen	english	low	gloss	enter/miscalculate/offset	offset/set off against; sich verrechnen = miscalculate	vague "enter" first; reflexive sense unmarked.
verbs	verbs_003	umschreiben	english	low	verbform	umschrieb / umschrieben, "circumscribe/paraphrase"	also note separable *úmschreiben* (schrieb um, umgeschrieben) = rewrite/transfer	forms and gloss are consistent, but the commoner separable verb is hidden.
verbs	verbs_003	überschlagen	english	low	gloss	calculate/calculate roughly/crack	estimate roughly; sich überschlagen = somersault/turn over	duplicated gloss and "crack" is opaque.
verbs	verbs_003	spicken	english	low	gloss	bribe/cheat/lard	lard/stuff; (figurative) pepper with	culinary core sense last.
verbs	verbs_003	gutmachen	english	low	gloss	correct	make up for/make good	"correct" is not what *gutmachen* means.
verbs	verbs_003	vermessen	english	low	gloss	cross the line/map/survey	survey/measure; sich vermessen = presume	idiom placed before the technical core sense.
verbs	verbs_003	anklagen	english	low	gloss	accuse/attach/charge	accuse/charge/indict	"attach" is not a sense of *anklagen*.
verbs	verbs_003	fernhalten	english	low	gloss	avert/keep away/parry	keep away/keep at a distance	"parry" is *parieren/abwehren*.
verbs	verbs_003	entgegensetzen	english	low	gloss	counter/oppose/reply	counter/set against/oppose	"reply" is wrong.
verbs	verbs_003	trotzen	english	low	gloss	affront/brave/defy	defy/brave/stand up to	"affront" is not a rendering of *trotzen*.
verbs	verbs_003	nachsagen	english	low	gloss	repeat	jdm etw nachsagen — say sth of sb/attribute sth to sb; also repeat after sb	main idiomatic use missing.
verbs	verbs_003	synchronisieren	english	low	gloss	synchronise	add "dub (a film)"	the commonest German use of the word is missing.
verbs	verbs_003	auslagern	english	low	gloss	relocate	outsource; move to storage	the modern business sense "outsource" is missing.
verbs	verbs_003	spülen	english	low	gloss	rinse	rinse; wash up (dishes); flush	the everyday sense (Geschirr spülen) is missing.
verbs	verbs_003	lügen	english	low	gloss	lie	lie/tell a lie	bare "lie" is ambiguous with *liegen* for an English speaker.
verbs	verbs_003	obscure or secondary sense placed first	english	low	gloss	zuschreiben "add by writing…", zusehen "make sure…", spinnen "be crazy…", gleiten "float…", segeln "glide…", kreuzen "beat about…", absenken "deepen/layer…", vereinigen "band/coalesce…", assoziieren "align/ally…", überlasten "overcharge…", überfluten "deluge…", predigen "call for…", billigen "agree/assent…", herabsetzen "abate…", aufdrehen "get going…", reiben "chafe…", beleidigen "affront…", verweilen "abide…", schnuppern "get a taste of…", verfehlen "fail…", belehren "correct…", hegen "have…", eindämmen "stem", ausgestalten "decorate…", reihen "heap", wegnehmen "take up", zurücklassen "maroon", fortbewegen "remove", profilieren "gain", bedauern "lament…", zurückschicken "return…", schleudern "catapult/fishtail…"	put the everyday sense first in each	learners see a rare or figurative reading before the core meaning.
verbs	verbs_003	broken English / typos in glosses	english	low	gloss	einstehen "take reponsibility for"; einatmen "breath in"; umrüsten "re-equipe"; erraten "guess/right"; großschreiben "capitalise/shift"; bedecken "bespread"; protokollieren "protocol" (as a verb)	responsibility; breathe in; re-equip; guess correctly; capitalise (drop "shift"); cover/overlay; minute/record	misspellings and non-English usages.
verbs	verbs_003	American forms / US term before British	english	low	gloss	besiegeln "finalize"; abschicken "mail/post"; schleppen "schlep"; beschenken "gift" (verb); kalkulieren "figure"; hinziehen "pull toward"; entgegenbringen "extend toward"	finalise; send off/post; lug/haul; give sb a present; work out; towards	the app is British English; one British form only.
verbs	verbs_003	dual-auxiliary verbs where the single auxiliary covers only one sense	auxiliary	low	aux	haben/UNSET on kollidieren, stürmen, ausrücken, pendeln, schleudern, flattern, krachen, verstopfen, auffrischen, hetzen; sein on verderben, einfrieren, zusammentreten, wegziehen, abfahren, scheiden, aufschlagen	note the second auxiliary (sein for the motion/change-of-state reading, haben for the transitive reading)	a single value hides the intransitive/transitive split; the sense given first sometimes takes the other auxiliary.
verbs	verbs_003	reflexive-only or predominantly reflexive verbs not marked	english	low	gloss	regen, wappnen, einmischen, verabreden, anstrengen, zurücklehnen, profilieren, bessern, annähern, zuspitzen, verteuern, aufspielen, ranken, ausruhen, paaren	prefix the gloss with "sich …" / add "(oneself)"	learners will use them transitively and produce ungrammatical German.
verbs	verbs_003	CEFR level clearly out of line	cefr	low	cefr	C1 on falten, wehen, scrollen, saugen, strecken, würzen, baumeln, hüpfen, bedauern, rocken; A1/A2 on shoppen, dabeihaben	roughly B1 for the C1 group; B1+ for the anglicisms/colloquialisms	everyday verbs pushed to C1 while marginal colloquialisms sit at A1/A2.
verbs	verbs_004	pumpen	english	low	gloss	lend/pump/weightlift	pump/(colloq.) lend, borrow	core sense "pump" is buried behind a colloquialism; "weightlift" is slang gym jargon.
verbs	verbs_004	schlängeln	english	medium	gloss	snake	sich schlängeln — wind, meander, snake (its way)	reflexive-only verb presented as a plain transitive; "snake" alone is unusable.
verbs	verbs_004	verlesen	english	medium	gloss	misread/prune/read out	read out (aloud)/sort, pick over; sich verlesen = misread	first sense is only available reflexively; the main sense "read out" is listed last.
verbs	verbs_004	verstreichen	auxiliary	high	aux	haben	sein (for the "elapse/expire" sense given first)	"die Zeit ist verstrichen"; only the "spread (paint)" sense takes haben.
verbs	verbs_004	versüßen	english	medium	gloss	make more attractive/make more pleasant/sugar over	sweeten; sweeten/brighten (fig.)	the literal core sense "sweeten" is missing entirely.
verbs	verbs_004	zünden	english	medium	gloss	detonate/fire/lit	ignite, light/detonate, fire	"lit" is a past form, not a gloss; the primary sense "ignite" is absent.
verbs	verbs_004	besinnen	english	medium	gloss	bethink/consider/contemplate	sich besinnen — reflect, think it over; remember	reflexive-only verb, and "bethink" is archaic and placed first.
verbs	verbs_004	großziehen	english	low	gloss	bring somebody up/educate/nurse	raise, bring up (a child)	"educate" and "nurse" are not senses of großziehen.
verbs	verbs_004	irren	auxiliary	low	aux	UNSET (→ hat)	haben for sich irren (be mistaken); sein for the motion sense "roam"	entry merges reflexive "be mistaken" with intransitive movement "wander". uncertain: yes
verbs	verbs_004	rösten	english	high	gloss	bake/broil/calcine	roast; toast (bread)	the two everyday senses are missing and the three given are wrong or technical.
verbs	verbs_004	abfinden	english	low	gloss	come to terms with/compensate	sich abfinden mit = come to terms with; jdn. abfinden = compensate, pay off	first sense is reflexive-only and not marked.
verbs	verbs_004	einleben	english	medium	gloss	immerse oneself/project oneself/settle down	sich einleben — settle in, get used to a new place	reflexive-only; "project oneself" is not a sense.
verbs	verbs_004	nahen	auxiliary	medium	aux	UNSET (→ hat)	sein	"der Winter ist genaht" — approach/change of position takes sein.
verbs	verbs_004	schlemmen	english	medium	gloss	gormandise/gourmandise	feast, eat lavishly, indulge	gloss offers only two spellings of one obscure word and no usable translation.
verbs	verbs_004	bummeln	auxiliary	low	aux	UNSET (→ hat)	sein in the movement sense ("wir sind durch die Stadt gebummelt"); gloss should lead with "stroll"	motion verb; "loiter" alone also misses the main sense. uncertain: yes
verbs	verbs_004	dirigieren	cefr	medium	cefr	A1	B2/C1	conducting an orchestra is not beginner vocabulary.
verbs	verbs_004	eingefrieren	word	high	verbform	eingefrieren / gefror ein / eingefroren / haben	einfrieren / fror ein / eingefroren; sein when intransitive ("der See ist eingefroren"), haben when transitive	the lemma itself is not a German word and the Präteritum doubles the ge-.
verbs	verbs_004	hochfahren	cefr	medium	cefr	boot | A1	start up/boot (a computer); jump up, start; drive up — B1/B2	A1 tag for a computing sense, and the everyday senses are missing (intransitive uses take sein).
verbs	verbs_004	tappen	auxiliary	low	aux	UNSET (→ hat)	sein for the movement sense; gloss better "grope/pad along (in the dark)"	verb of uncertain movement, normally "ist getappt". uncertain: yes
verbs	verbs_004	abzweigen	auxiliary	low	aux	UNSET (→ hat)	sein when intransitive ("der Weg ist abgezweigt"); haben for "put aside"	two-auxiliary verb, first gloss is the sein one. uncertain: yes
verbs	verbs_004	anbrechen	auxiliary	medium	aux	haben	sein for the intransitive senses given ("der Tag ist angebrochen"); haben only for "open (a packet)"	gloss leads with begin/break, which is the sein reading.
verbs	verbs_004	beisetzen	english	low	gloss	add/bury/entomb	inter, lay to rest, bury	"add" is a marginal technical sense placed first.
verbs	verbs_004	herausziehen	english	low	gloss	cull/move away/pull out	pull out, extract	alphabetical ordering puts two wrong/marginal senses ahead of the real one.
verbs	verbs_004	wackeln	english	low	gloss	bounce/judder/shake	wobble, be wobbly/shake	the defining sense "wobble" is missing.
verbs	verbs_004	beglückwünschen	english	medium	gloss	congratulate (someone on something)/felicitate (someone has been felicitated by somebody)	congratulate (sb. on sth.)	gloss contains a leaked example sentence.
verbs	verbs_004	durchfahren	auxiliary	high	aux	durchfuhr / durchfahren / sein	haben with these inseparable forms ("er hat die Stadt durchfahren"); the sein reading is the separable "fuhr durch / ist durchgefahren"	inseparable transitive forms paired with the separable verb's auxiliary.
verbs	verbs_004	glücken	auxiliary	high	aux	UNSET (→ hat)	sein ("es ist geglückt")	change-of-state verb, never takes haben.
verbs	verbs_004	schweifen	auxiliary	medium	aux	UNSET (→ hat); bend/curve/rove	sein; gloss "roam, wander (of eyes, thoughts)"	motion verb ("der Blick ist über das Tal geschweift"), and the technical "bend/curve" sense is listed first.
verbs	verbs_004	verschmutzen	english	medium	gloss	besmirch/make dirty/soil	pollute (the environment); make dirty, soil — sein when intransitive	the dominant modern sense "pollute" is missing.
verbs	verbs_004	zusammensitzen	english	medium	gloss	side by side/sit/together	sit together	gloss is shredded into three non-translations.
verbs	verbs_004	abwandern	auxiliary	high	aux	UNSET (→ hat)	sein ("die Fachkräfte sind abgewandert"); gloss better "migrate away, move away, leave"	motion verb; "emigrate" is auswandern.
verbs	verbs_004	brummen	english	medium	gloss	boom/flourish/growl	hum, drone, buzz; growl; (business) be booming	the core acoustic sense "hum/drone" is absent.
verbs	verbs_004	schleifen	type	high	verbform	regular; drag/drill/grind	two verbs — weak schleifen (schleifte, geschleift) = drag; strong schleifen (schliff, geschliffen) = grind, sharpen, polish	one entry hides both conjugations; the "grind" sense given is the strong verb, which is missing.
verbs	verbs_004	verschleiern	english	low	gloss	become blurred/become hazy/cover up	veil; disguise, obscure, cover up	literal "veil" missing, intransitive senses first.
verbs	verbs_004	vorschieben	english	low	gloss	pretext/push forward	push forward; use as a pretext	"pretext" is not an English verb.
verbs	verbs_004	zurückhaben	english	medium	gloss	back/got/have	have back, want back ("ich will mein Geld zurückhaben")	gloss is three stray words, no translation.
verbs	verbs_004	auffliegen	english	low	gloss	be busted	fly up; fly open; (of a plot) be blown, be busted	only the slang sense is given.
verbs	verbs_004	ausreifen	auxiliary	medium	aux	UNSET (→ hat)	sein ("der Plan ist ausgereift")	change-of-state verb.
verbs	verbs_004	benehmen	english	low	gloss	behave	sich benehmen — behave (oneself)	reflexive-only, not marked.
verbs	verbs_004	pilgern	auxiliary	medium	aux	UNSET (→ hat)	sein ("sie sind nach Rom gepilgert")	motion verb.
verbs	verbs_004	salzen	type	low	verbform	regular	mixed — participle gesalzen (weak gesalzt only in technical use)	standard participle is irregular. uncertain: yes
verbs	verbs_004	verdampfen	auxiliary	medium	aux	UNSET (→ hat); vaporise	sein when intransitive ("das Wasser ist verdampft"); gloss should include "evaporate"	intransitive change-of-state is the commoner reading and "evaporate" is missing.
verbs	verbs_004	verunglücken	english	medium	gloss	fail/go wrong/have an accident	have an accident, be killed/injured in an accident	the primary and only serious sense is placed last.
verbs	verbs_004	flanieren	auxiliary	low	aux	UNSET (→ hat)	sein ("wir sind durch die Stadt flaniert")	motion verb. uncertain: yes
verbs	verbs_004	überbieten	english	medium	gloss	one-up	outbid; surpass, beat, top	only a colloquialism; the auction and record senses are missing.
verbs	verbs_004	zurückverfolgen	english	low	gloss	dereference/retrace/trace back	trace back, retrace	"dereference" is programming jargon placed first.
verbs	verbs_004	abbrennen	auxiliary	medium	aux	haben	sein for the intransitive "burn down" given first ("das Haus ist abgebrannt"); haben for "burn off, let off (fireworks)"	two-auxiliary verb tagged with the wrong one for its lead sense.
verbs	verbs_004	abrücken	auxiliary	medium	aux	UNSET (→ hat)	sein for "march off, move away, distance oneself from"; haben only for transitive "move (a table) away"	intransitive senses dominate the gloss.
verbs	verbs_004	aufforsten	english	low	gloss	afforest	reforest, plant with trees	obscure term where a plain one exists.
verbs	verbs_004	rotieren	english	medium	gloss	go like crazy/gyrate/revolve	rotate, revolve, spin	the obvious cognate "rotate" is missing and slang comes first.
verbs	verbs_004	sausen	auxiliary	medium	aux	UNSET (→ hat)	sein for the motion sense ("er ist um die Ecke gesaust")	"speed" is a motion verb; only the "whistle (of wind)" sense takes haben.
verbs	verbs_004	scheren	type	medium	verbform	irregular schor/geschoren; care/mind/shear	strong scheren (schor, geschoren) = shear, clip; weak sich scheren (scherte, geschert) = care, bother; also "clear off"	two verbs merged, and the weak reflexive sense is listed first under strong forms.
verbs	verbs_004	abstrahlen	english	low	gloss	emit/influence/radiate	radiate, emit; blast-clean	"influence" is not a sense.
verbs	verbs_004	durchstreifen	english	medium	gloss	prowl/through/wander	roam, wander through, range over	"through" is a stray preposition, not a translation.
verbs	verbs_004	einlaufen	english	low	gloss	enter port/mould/shrink	shrink (of clothes); come in, enter (port, station); (of goods) arrive	"mould" is not a sense of einlaufen.
verbs	verbs_004	erstarren	auxiliary	high	aux	UNSET (→ hat)	sein ("er ist vor Schreck erstarrt")	change-of-state verb.
verbs	verbs_004	umfahren	english	medium	verbform	umfuhr / umfahren / bypass/drive round/round	keep inseparable umfahren = drive around, bypass; missing separable umfahren (fuhr um, hat umgefahren) = run over, knock down	classic two-verb pair; the separable "run over" verb is absent.
verbs	verbs_004	verhungern	auxiliary	high	aux	UNSET (→ hat)	sein ("er ist verhungert")	change-of-state; "starve to death" never takes haben.
